Client Number,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on Book,Total Relationship Count,Months Inactive (Last 12 Months),Contacts Count (Last 12 Months),Credit Limit,Total Revolving Balance,Average Open to Buy,Total Amount Change (Q4 vs Q1),Total Transaction Amount,Total Transaction Count,Total Transaction Count Change (Q4 vs Q1),Average Utilization Ratio,Age Group,Tenure Years,Avg Transaction Value,Utilization Tier
716104983,Existing Customer,41,Female,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941,Adult,2.67,52.16,High
818839983,Existing Customer,55,Male,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,Middle-Aged,4.17,46.82,Low
772288758,Existing Customer,47,Female,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,4121.0,0.728,1343,30,1.308,0.23,Middle-Aged,3.0,44.77,Low
712350858,Existing Customer,41,Male,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118,Adult,2.0,33.41,Low
711009708,Existing Customer,40,Male,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0,Adult,2.33,61.41,Low
712720158,Existing Customer,68,Male,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.119,Senior,4.67,59.69,Low
712215258,Existing Customer,50,Female,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.571,0.0,Middle-Aged,2.58,59.0,Low
773827008,Existing Customer,47,Male,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64,Middle-Aged,3.42,37.48,Moderate
795232683,Existing Customer,53,Female,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.432,Middle-Aged,3.92,55.35,Moderate
713786508,Existing Customer,42,Female,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,2038.0,0.786,1238,28,0.75,0.0,Adult,3.0,44.21,Low
713539833,Existing Customer,48,Female,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0,Middle-Aged,3.17,59.17,Low
712454058,Existing Customer,49,Male,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.554,1099,27,0.8,0.066,Middle-Aged,3.17,40.7,Low
718759833,Existing Customer,44,Female,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0,Adult,2.92,44.08,Low
718803333,Existing Customer,43,Female,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,Adult,2.83,44.31,Moderate
720253908,Existing Customer,56,Male,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1.009,1651,28,1.0,0.359,Middle-Aged,3.58,58.96,Moderate
714133158,Existing Customer,59,Female,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309,Middle-Aged,3.0,37.16,Moderate
713187033,Existing Customer,46,Male,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.101,Middle-Aged,3.0,46.5,Low
714791208,Existing Customer,47,Female,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607,Middle-Aged,3.42,43.29,Moderate
772426383,Existing Customer,50,Female,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.333,0.512,Middle-Aged,3.33,40.36,Moderate
710975883,Existing Customer,51,Female,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.806,Middle-Aged,3.58,54.83,High
714264408,Existing Customer,47,Female,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.463,Middle-Aged,3.0,48.72,Moderate
715827858,Existing Customer,58,Female,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77,Middle-Aged,3.92,52.96,High
713741358,Attrited Customer,46,Male,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,0.658,597,17,0.7,0.076,Middle-Aged,2.75,35.12,Low
709531908,Existing Customer,53,Male,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0.0,Middle-Aged,3.92,41.21,Low
716493408,Existing Customer,45,Female,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.467,0.108,Adult,3.0,43.03,Low
714141108,Existing Customer,52,Female,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,Middle-Aged,3.75,49.57,Low
708953883,Attrited Customer,53,Male,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,Middle-Aged,3.0,37.85,Low
712608783,Existing Customer,50,Male,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,Middle-Aged,3.75,44.24,Low
820353558,Existing Customer,41,Female,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,Adult,3.0,44.21,Low
714964758,Existing Customer,45,Female,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105,28,0.867,0.171,Adult,3.0,39.46,Low
716264358,Existing Customer,53,Male,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,Middle-Aged,3.5,51.02,Low
717296808,Existing Customer,67,Female,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.837,Senior,4.67,51.91,High
712977183,Existing Customer,57,Female,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055,Middle-Aged,3.0,64.59,Low
710829108,Existing Customer,59,Female,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,Middle-Aged,3.0,35.68,Low
779562633,Existing Customer,45,Male,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,Adult,2.83,77.06,Moderate
715315833,Existing Customer,51,Male,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19,Middle-Aged,3.0,51.79,Low
815500983,Existing Customer,59,Female,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,Middle-Aged,4.5,51.67,Moderate
719360583,Existing Customer,53,Male,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503,Middle-Aged,3.75,60.08,Moderate
709701558,Existing Customer,47,Male,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059,Middle-Aged,3.0,29.2,Low
721148358,Existing Customer,49,Female,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348,27,0.286,0.0,Middle-Aged,3.17,49.93,Low
779862408,Existing Customer,49,Male,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,Middle-Aged,2.75,32.94,Low
812627208,Existing Customer,60,Female,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,Middle-Aged,4.58,37.15,Moderate
711033408,Existing Customer,50,Female,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,Middle-Aged,3.0,43.93,Low
779956608,Existing Customer,41,Female,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,Adult,2.58,48.59,Low
780376683,Existing Customer,57,Male,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,Middle-Aged,3.92,76.12,Low
717912483,Existing Customer,43,Male,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0,Adult,2.25,39.31,Low
714454758,Existing Customer,57,Female,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251,Middle-Aged,3.92,47.86,Low
780466533,Existing Customer,54,Male,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,Middle-Aged,3.42,36.02,Low
715735233,Existing Customer,51,Female,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463,Middle-Aged,3.67,39.98,Moderate
720476733,Existing Customer,47,Female,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133,Middle-Aged,2.83,45.55,Low
715872333,Existing Customer,41,Male,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11,Adult,3.0,64.0,Low
712375758,Existing Customer,53,Male,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,Middle-Aged,3.58,34.79,Low
708868233,Attrited Customer,68,Male,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,Senior,4.33,36.19,Moderate
718030083,Existing Customer,59,Male,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,Middle-Aged,3.0,64.91,Low
720707283,Existing Customer,48,Male,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777,42,0.75,0.164,Middle-Aged,3.0,42.31,Low
771698658,Existing Customer,44,Male,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176,Adult,2.67,48.22,Low
748326258,Existing Customer,48,Male,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483,41,0.519,0.133,Middle-Aged,3.42,36.17,Low
770817783,Existing Customer,47,Male,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049,Middle-Aged,2.75,39.26,Low
779353083,Existing Customer,47,Male,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,Middle-Aged,2.67,41.56,Low
711441333,Existing Customer,43,Female,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,Adult,2.92,45.52,Low
719808558,Attrited Customer,55,Female,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0,Middle-Aged,3.58,32.81,Low
711551958,Attrited Customer,59,Male,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,Middle-Aged,3.83,35.17,Low
809164083,Existing Customer,63,Male,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,Senior,4.67,39.19,Moderate
820596183,Existing Customer,58,Male,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,Middle-Aged,4.42,48.15,Low
715999608,Existing Customer,53,Female,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694,Middle-Aged,3.0,53.0,Moderate
710565408,Existing Customer,59,Male,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,Middle-Aged,3.33,39.73,Low
805543158,Existing Customer,52,Male,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,Middle-Aged,3.92,38.08,Low
709752183,Existing Customer,48,Male,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,Middle-Aged,3.0,37.14,Low
716479233,Existing Customer,43,Male,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13,Adult,3.0,51.43,Low
713837058,Existing Customer,48,Male,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,Middle-Aged,3.0,51.42,High
718876683,Existing Customer,43,Female,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202,Adult,2.58,50.0,Low
770746908,Existing Customer,44,Male,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,Adult,2.5,36.09,Moderate
794843883,Existing Customer,41,Male,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035,Adult,2.92,41.0,Low
803043933,Existing Customer,44,Female,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546,25,1.273,0.165,Adult,3.17,61.84,Low
758076408,Existing Customer,50,Male,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,Middle-Aged,3.58,36.98,High
714606558,Existing Customer,60,Female,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,Middle-Aged,3.0,65.82,Moderate
778425408,Existing Customer,44,Male,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598,Adult,2.0,52.96,Moderate
714171108,Existing Customer,48,Female,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,Middle-Aged,3.25,61.15,Moderate
719662458,Existing Customer,44,Female,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,Adult,2.25,38.52,Moderate
713137233,Existing Customer,41,Male,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,Adult,2.33,41.42,Low
769425858,Existing Customer,45,Male,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,Adult,2.67,56.46,Low
711297483,Existing Customer,47,Female,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,Middle-Aged,2.83,43.63,Low
788900883,Existing Customer,51,Female,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,Middle-Aged,3.0,36.0,Moderate
758348808,Existing Customer,51,Male,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,Middle-Aged,3.67,67.67,Low
772336458,Attrited Customer,60,Female,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,Middle-Aged,4.17,58.5,High
708711483,Existing Customer,57,Male,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,Middle-Aged,3.83,72.19,Low
717906783,Existing Customer,41,Male,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,Adult,2.42,50.38,Moderate
719437908,Existing Customer,44,Male,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,Adult,3.0,35.34,Low
769433508,Existing Customer,43,Male,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,Adult,3.08,37.32,Moderate
790096533,Existing Customer,55,Male,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,Middle-Aged,4.0,56.0,Low
720997383,Attrited Customer,52,Male,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,Middle-Aged,3.0,48.76,High
787541883,Existing Customer,44,Male,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,Adult,2.75,41.48,Low
709930758,Existing Customer,41,Male,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,Adult,2.5,45.64,Low
789830058,Existing Customer,44,Male,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,Adult,2.83,38.44,Low
710299608,Attrited Customer,53,Female,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,Middle-Aged,2.75,27.23,High
710741208,Existing Customer,39,Male,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,Adult,3.0,83.76,Low
821797008,Attrited Customer,49,Male,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0,Middle-Aged,3.75,38.81,Low
708874533,Attrited Customer,45,Female,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,Adult,3.0,21.25,Low
715341858,Existing Customer,54,Male,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,Middle-Aged,3.83,28.1,Moderate
793636308,Existing Customer,49,Male,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,Middle-Aged,3.58,36.15,Moderate
713779908,Existing Customer,46,Female,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,523.0,0.343,1287,36,0.636,0.761,Middle-Aged,3.0,35.75,High
712125258,Attrited Customer,46,Male,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0,Middle-Aged,2.5,36.89,Low
709703433,Existing Customer,47,Male,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072,Middle-Aged,3.17,70.8,Low
721022433,Existing Customer,44,Male,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,Adult,3.0,40.26,Moderate
710103558,Existing Customer,50,Male,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.459,Middle-Aged,2.58,48.36,Moderate
715952883,Existing Customer,73,Male,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,Senior,3.0,51.91,Low
719731458,Existing Customer,56,Male,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244,Middle-Aged,3.83,44.15,Low
772390908,Attrited Customer,59,Male,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.291,Middle-Aged,4.0,40.41,Low
787348608,Existing Customer,70,Male,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,Senior,4.67,81.8,Moderate
709485033,Existing Customer,55,Female,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,0.969,1737,26,1.6,0.489,Middle-Aged,3.0,66.81,Moderate
715432608,Existing Customer,43,Male,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322.0,953,21369.0,0.769,1348,34,1.125,0.043,Adult,3.0,39.65,Low
799471833,Existing Customer,45,Male,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.482,Adult,3.25,37.76,Moderate
714187533,Existing Customer,45,Female,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,Adult,2.92,47.18,Low
779656908,Existing Customer,40,Male,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.197,Adult,1.92,51.0,Low
788950158,Existing Customer,36,Male,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,Adult,1.83,32.9,Low
778867533,Attrited Customer,59,Female,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,Middle-Aged,3.33,29.96,Low
710620383,Existing Customer,43,Male,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,Adult,2.92,56.76,Low
778661358,Existing Customer,46,Female,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,Middle-Aged,3.0,38.52,High
789483333,Existing Customer,41,Male,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.707,1258,23,1.3,0.152,Adult,2.67,54.7,Low
809855808,Existing Customer,51,Female,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.538,0.317,Middle-Aged,3.83,66.95,Moderate
718464258,Existing Customer,51,Female,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,Middle-Aged,2.08,45.77,Low
708528483,Existing Customer,43,Female,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,Adult,1.92,42.03,High
771809733,Attrited Customer,64,Female,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,Senior,4.42,53.33,Low
719942883,Existing Customer,54,Male,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,Middle-Aged,3.17,62.17,Moderate
807226683,Existing Customer,48,Male,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279.0,1115,4164.0,0.549,1642,41,0.519,0.211,Middle-Aged,3.58,40.05,Low
717806133,Existing Customer,40,Male,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,Adult,2.42,44.58,Low
720615708,Existing Customer,57,Male,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601.0,0,2601.0,0.814,1232,32,0.684,0.0,Middle-Aged,3.75,38.5,Low
714511758,Existing Customer,45,Male,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,Adult,3.33,96.38,Low
715050408,Existing Customer,41,Male,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,Adult,3.0,34.19,Low
721132233,Existing Customer,42,Female,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410.0,1769,641.0,0.759,1217,30,1.143,0.734,Adult,2.58,40.57,High
719211558,Attrited Customer,45,Male,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,Adult,3.0,41.33,Low
712069008,Existing Customer,42,Female,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260.0,1007,1253.0,0.84,1614,33,0.737,0.446,Adult,1.92,48.91,Moderate
715996983,Existing Customer,47,Male,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,1.302,1747,31,1.214,0.14,Middle-Aged,2.5,56.35,Low
773466258,Existing Customer,48,Female,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,3106.0,0.587,1144,22,1.0,0.262,Middle-Aged,3.5,52.0,Low
798983508,Existing Customer,43,Male,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,Adult,3.08,46.32,Low
719117433,Existing Customer,41,Male,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.859,1463,24,1.667,0.094,Adult,3.0,60.96,Low
716451183,Existing Customer,54,Female,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,1.434,1706,21,1.625,0.308,Middle-Aged,3.67,81.24,Moderate
718621608,Attrited Customer,54,Female,2,High School,Married,Unknown,Blue,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,Middle-Aged,3.67,64.93,Low
715085733,Existing Customer,61,Male,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68,Senior,4.33,73.76,Moderate
788977833,Existing Customer,61,Male,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.783,0.238,Senior,4.0,45.76,Low
720272958,Attrited Customer,48,Male,2,High School,Married,$120K +,Blue,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0,Middle-Aged,3.0,40.0,Low
708421833,Existing Customer,45,Female,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342.0,2517,825.0,0.771,1139,30,0.765,0.753,Adult,3.0,37.97,High
709173108,Attrited Customer,54,Female,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,Middle-Aged,3.33,38.05,High
709879458,Existing Customer,54,Female,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900.0,1376,524.0,0.89,1881,45,0.607,0.724,Middle-Aged,3.83,41.8,High
715120608,Existing Customer,44,Male,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.117,Adult,3.08,47.15,Low
